athleteId,hand,rank
1034,R,
1510,L,409.0
1697,R,
2200,R,124.0
2502,R,356.0
2635,R,564.0
2693,R,16.0
3082,L,509.0
3629,R,52.0
3960,R,164.0
4119,R,135.0
4202,R,14.0
4324,R,174.0
4464,R,3.0
4633,R,182.0
4955,L,20.0
5224,L,569.0
5272,R,546.0
5379,R,291.0
5452,R,64.0
5530,R,238.0
5721,R,75.0
5956,R,
6027,R,655.0
6214,R,448.0
6424,R,12.0
6606,L,
7227,R,81.0
7739,R,23.0
8244,L,
8284,L,9.0
8745,R,47.0
9122,L,17.0
9283,R,10.0
9370,L,34.0
9460,L,287.0
9648,R,69.0
9786,R,280.0
9908,L,51.0
10122,R,
10213,R,15.0
10335,L,340.0
10403,R,70.0
10688,R,15.0
10782,L,249.0
11010,R,484.0
11095,R,601.0
11494,R,110.0
11784,R,737.0
12094,R,426.0
12216,R,59.0
12343,R,50.0
12428,R,56.0
12532,L,67.0
12611,R,2.0
12691,L,63.0
12780,R,43.0
13100,R,
13354,R,335.0
13422,R,60.0
13452,R,14.0
13577,R,463.0
13709,R,58.0
13812,R,319.0
13924,R,957.0
14373,R,
14506,R,318.0
14698,R,
14734,R,325.0
14957,L,55.0
15087,L,10.0
15182,R,30.0
15297,R,243.0
15353,R,46.0
15391,R,678.0
15423,L,
15615,R,195.0
15796,R,77.0
15860,R,1.0
16021,R,81.0
16207,R,194.0
16383,R,354.0
16428,L,469.0
16463,R,59.0
16785,R,556.0
17052,L,82.0
17159,R,344.0
17189,R,694.0
17386,R,589.0
17458,R,41.0
17514,R,140.0
17554,R,281.0
17610,R,69.0
17706,L,28.0
17757,R,
17823,R,29.0
17966,R,263.0
18031,L,19.0
18264,L,303.0
18369,R,
18460,R,273.0
18610,R,29.0
18683,R,77.0
18774,R,134.0
18861,L,61.0
18901,R,355.0
18949,R,15.0
18996,R,80.0
19090,R,64.0
19243,R,53.0
19571,R,
19598,R,488.0
19723,R,359.0
19856,R,6.0
19917,R,183.0
19985,R,46.0
20123,R,142.0
20179,R,16.0
20382,R,87.0
20450,R,42.0
20483,R,214.0
20538,R,205.0
20593,R,410.0
20632,R,74.0
20714,R,367.0
20826,R,164.0
20903,R,61.0
20960,R,45.0
21024,R,
21110,R,77.0
21217,R,371.0
21409,L,158.0
21499,R,20.0
21581,L,62.0
21621,L,45.0
21710,R,126.0
21745,L,221.0
21828,R,165.0
21958,R,5.0
22013,R,172.0
22053,R,
22119,R,913.0
22252,R,24.0
22333,R,423.0
22353,R,159.0
22390,R,47.0
22449,R,13.0
22533,R,54.0
22559,R,7.0
22654,R,313.0
22668,R,330.0
22806,R,212.0
22907,R,222.0
22935,R,120.0
23013,L,8.0
23126,L,74.0
23253,R,91.0
23357,L,
23445,R,29.0
23550,R,218.0
23681,L,1.0
23754,R,288.0
23830,R,
24055,R,5.0
24108,L,13.0
24221,R,258.0
24275,,
24352,R,113.0
24408,R,2.0
24464,,
24578,R,754.0
24663,R,
24829,R,176.0
24920,R,8.0
24970,L,19.0
25004,R,
25047,R,134.0
25146,R,225.0
25159,L,253.0
25185,R,91.0
25207,L,39.0
25293,L,89.0
25454,R,52.0
25513,R,16.0
25627,R,
25895,R,160.0
25917,R,21.0
25944,R,246.0
25963,R,486.0
26001,R,477.0
26050,L,65.0
26116,R,72.0
26146,R,382.0
26206,R,418.0
26262,R,192.0
26339,R,264.0
26398,R,716.0
26413,R,253.0
26479,R,
26533,R,106.0
26548,R,231.0
26592,R,139.0
26668,R,24.0
26695,L,6.0
26715,L,100.0
26786,R,
26839,R,
26867,L,183.0
26906,R,107.0
26935,R,
26964,R,928.0
27093,L,78.0
27157,R,85.0
27210,R,261.0
27238,L,86.0
27283,R,318.0
27294,L,96.0
27317,R,170.0
27359,R,118.0
27410,R,124.0
27539,R,219.0
27641,R,293.0
27906,R,116.0
27947,R,364.0
28000,R,86.0
28068,R,245.0
28107,R,163.0
28163,R,81.0
28207,R,180.0
28237,R,
28262,R,
28293,R,264.0
28351,R,84.0
28400,R,162.0
28460,R,83.0
28519,R,
28541,L,99.0
28598,R,279.0
28638,R,13.0
28656,R,94.0
28698,R,102.0
28714,R,226.0
28757,R,56.0
28801,R,
28816,R,68.0
28847,R,79.0
28887,R,45.0
28906,R,118.0
28930,R,527.0
28959,L,78.0
29012,L,94.0
29041,R,377.0
29057,R,378.0
29095,R,156.0
29128,L,238.0
29189,R,86.0
29199,L,
29224,R,216.0
29237,R,22.0
29250,R,295.0
29301,R,548.0
29349,R,354.0
29442,R,227.0
29603,L,302.0
29695,R,295.0
29773,L,235.0
29797,R,242.0
29832,R,226.0
29872,R,237.0
29914,R,124.0
29937,R,648.0
29962,R,123.0
29976,R,511.0
30035,R,335.0
30048,R,683.0
30084,L,213.0
30104,L,85.0
30122,R,
30152,R,221.0
30169,R,306.0
30257,R,698.0
30285,R,406.0
30326,R,278.0
30379,R,84.0
30387,R,229.0
30437,R,398.0
30489,R,27.0
30505,L,435.0
30517,R,
30546,R,
30579,R,220.0
30608,R,720.0
30628,R,
30656,R,356.0
30743,L,510.0
30788,R,447.0
30818,R,102.0
30835,R,190.0
30866,R,360.0
30881,L,865.0
30891,R,62.0
30924,R,98.0
30942,R,343.0
30970,R,344.0
30988,L,162.0
31014,R,761.0
31029,R,231.0
31040,R,149.0
31056,R,81.0
31093,R,100.0
31102,R,8.0
31116,R,388.0
31131,R,148.0
31152,R,187.0
31163,L,33.0
31226,L,117.0
31279,R,8.0
31302,R,6.0
31345,R,227.0
31441,L,407.0
31582,R,192.0
31612,R,232.0
31662,R,288.0
31715,R,
31783,R,88.0
31810,R,330.0
31844,R,89.0
31867,L,268.0
31873,R,
31900,R,434.0
31918,R,91.0
31927,R,60.0
31948,L,302.0
31961,,
31989,R,148.0
32016,R,
32040,R,199.0
32054,R,
32114,R,262.0
32167,L,293.0
32175,R,219.0
32201,R,452.0
32232,L,71.0
32248,R,194.0
32262,R,43.0
32285,R,320.0
32320,R,317.0
32358,R,73.0
32382,R,85.0
32393,R,106.0
32433,R,119.0
32445,R,
32466,R,133.0
32477,R,339.0
32514,L,
32546,L,115.0
32567,R,218.0
32578,R,309.0
32606,R,248.0
32657,R,32.0
32689,L,226.0
32720,R,129.0
32745,L,280.0
32810,R,147.0
32826,L,557.0
32847,R,700.0
32870,R,152.0
32902,R,279.0
32919,R,39.0
32938,R,123.0
32964,L,82.0
32977,R,119.0
32991,R,159.0
33006,L,142.0
33036,R,270.0
33068,L,449.0
33089,R,311.0
33156,R,187.0
33183,L,71.0
33225,R,224.0
33375,R,495.0
33393,R,
33491,R,94.0
33512,L,
33587,R,270.0
33628,R,
33657,L,168.0
33673,L,115.0
33734,L,317.0
33771,R,120.0
33799,R,
33826,R,956.0
33842,R,93.0
33855,R,595.0
33863,L,310.0
33874,R,37.0
33895,R,658.0
33917,R,341.0
33997,R,151.0
34051,L,147.0
34064,R,
34097,R,265.0
34160,R,
34205,R,
34224,L,223.0
34259,R,36.0
34276,R,270.0
34282,R,381.0
34315,R,231.0
34345,R,242.0
34381,R,421.0
34399,R,237.0
34428,R,556.0
34445,R,118.0
34482,R,72.0
34501,R,443.0
34527,R,162.0
34542,R,404.0
34551,R,247.0
34580,R,189.0
34602,R,158.0
34625,R,182.0
34634,L,212.0
34643,R,36.0
34656,R,217.0
34670,R,119.0
34720,R,154.0
34734,,
34747,R,96.0
34826,L,201.0
34886,R,221.0
34893,L,337.0
34901,L,54.0
34915,R,45.0
34943,R,166.0
34969,R,35.0
34991,R,111.0
35036,R,46.0
35065,R,165.0
35085,R,568.0
35105,R,140.0
35113,L,53.0
35123,L,213.0
35144,R,500.0
35181,R,261.0
35194,R,350.0
35209,L,210.0
35224,R,
35271,R,192.0
35383,R,
35412,R,161.0
35564,R,128.0
35617,R,49.0
35655,R,
35685,R,432.0
35730,R,388.0
35774,R,102.0
35789,R,574.0
35819,R,570.0
35842,R,
35854,R,
35876,R,
35918,R,532.0
35939,R,203.0
35992,R,
36081,R,49.0
36157,R,385.0
36190,R,
36229,R,289.0
36303,R,
36329,R,
36369,R,268.0
36394,R,82.0
36453,R,512.0
36485,R,
36494,R,
36526,L,707.0
36534,R,360.0
36603,R,309.0
36624,R,353.0
36639,R,645.0
36658,R,334.0
36707,R,27.0
36732,R,525.0
36757,R,201.0
36796,R,142.0
36809,R,437.0
36825,R,415.0
36836,R,254.0
36876,R,634.0
36888,R,472.0
36937,R,394.0
36990,R,1.0
37002,R,365.0
37034,L,239.0
37066,R,371.0
37110,R,117.0
37142,R,222.0
37198,R,57.0
37241,R,180.0
37270,R,186.0
37284,R,
37311,R,175.0
37353,R,259.0
37377,R,527.0
37412,R,241.0
37479,L,528.0
37518,L,507.0
37576,L,393.0
37612,R,355.0
37649,R,
37699,R,683.0
37726,R,277.0
37747,R,150.0
37788,L,267.0
37802,R,332.0
37844,R,230.0
37865,R,442.0
37872,R,99.0
37878,L,44.0
37965,L,117.0
38063,L,316.0
38088,R,313.0
38133,R,302.0
38175,R,174.0
38209,L,135.0
38478,R,298.0
38591,R,240.0
38600,R,
38614,L,160.0
38664,R,466.0
38686,R,289.0
38705,R,371.0
38726,L,315.0
38766,R,319.0
38772,R,337.0
38781,R,307.0
38806,R,
38837,L,122.0
38852,R,
38861,R,309.0
38902,L,421.0
38922,R,799.0
38938,R,99.0
38990,R,79.0
39013,R,409.0
39052,R,230.0
39079,R,130.0
39113,R,583.0
39129,,
39143,R,287.0
39160,R,303.0
39195,R,42.0
39227,L,
39246,R,275.0
39259,R,442.0
39286,R,
39309,R,441.0
39322,R,360.0
39357,R,389.0
39397,R,404.0
39433,R,371.0
39450,R,224.0
39466,L,167.0
39476,R,239.0
39514,L,286.0
39532,R,
39558,L,184.0
39583,R,226.0
39615,,
39626,R,559.0
40003,R,141.0
40011,R,315.0
40048,R,
40137,R,152.0
40154,R,258.0
40193,R,291.0
40217,L,338.0
40237,R,233.0
40284,R,
40322,R,169.0
40354,L,136.0
40360,R,398.0
40394,R,
40421,R,544.0
40452,R,120.0
40464,R,
40486,R,
40519,R,220.0
40535,R,356.0
40562,R,229.0
40694,R,213.0
40792,R,126.0
40892,L,336.0
40947,R,212.0
41025,R,514.0
41121,L,
41413,R,
41489,R,
41548,R,336.0
41557,R,
41587,R,209.0
41708,R,440.0
41734,L,467.0
41767,R,237.0
41784,R,103.0
41821,R,660.0
41854,R,331.0
41893,R,459.0
41917,R,
41955,R,
41992,R,374.0
42011,R,
42021,R,
42030,R,
